x,alpha0.1,alpha0.5,alpha1.0,alpha2.0,alpha5.0,alpha10.0
-0.04999999999999827,-0.05016613761081821,-0.05408756756970296,-0.06559710912590032,-0.10338707800985725,-0.24494090199351812,-0.462117159164985
-0.03999999999999826,-0.04013303048641326,-0.04327329865547187,-0.052493417916252866,-0.08280859465125427,-0.1973932426899244,-0.3799489638214764
-0.02999999999999825,-0.030099843097285098,-0.03245686697756778,-0.039379245500093286,-0.06216430397606146,-0.1488985529772255,-0.29131261365245503
-0.01999999999999824,-0.020066595509052675,-0.021638812848431596,-0.02625720484269402,-0.04147047360202692,-0.09967704487573893,-0.1973753210385288
-0.009999999999998233,-0.01003330778781651,-0.01081967690486742,-0.013129915194068921,-0.020743528684474658,-0.049962911377252554,-0.09966799503580041
1.7763568394002505e-15,1.7822740851610047e-15,1.921976723319088e-15,2.332419209770598e-15,3.685282197549882e-15,8.882590698373777e-15,1.7763568467229392e-14
0.010000000000001563,0.010033307787819851,0.010819676904871022,0.013129915194073295,0.020743528684481562,0.04996291137726916,0.0996679950358334
0.020000000000001794,0.020066595509056238,0.021638812848435433,0.02625720484269868,0.04147047360203428,0.09967704487575653,0.19737532103856298
0.030000000000002025,0.03009984309728889,0.03245686697757186,0.03937924550009824,0.062164303976069264,0.14889855297724394,0.29131261365248956
0.04000000000000181,0.040133030486416824,0.04327329865547571,0.05249341791625752,0.08280859465126161,0.19739324268994146,0.3799489638215067
0.0500000000000016,0.05016613761082155,0.054087567569706556,0.06559710912590466,0.10338707800986409,0.24494090199353377,0.4621171591650113
0.06000000000000183,0.060199144405526636,0.06489913384009383,0.07868771452682481,0.12388369482644576,0.29133906479682237,0.5370495692119316
0.07000000000000206,0.07023203080635741,0.07570745812645904,0.09176263994400997,0.14428264372635793,0.33640608857522103,0.6043677796085661
0.08000000000000185,0.08026477675010228,0.08651200173611068,0.10481930367618247,0.16456842892920703,0.37998346313396963,0.664036773005223
0.09000000000000163,0.09029736217467409,0.09731222673106452,0.11785513852127703,0.18472590597805097,0.42193731535970136,0.7162978731518322
0.10000000000000187,0.10032976701926975,0.10810759603494202,0.1308675937775271,0.20474032517761037,0.4621591193380558,0.7615941590952979
0.1100000000000021,0.11036197122452975,0.11889757353950382,0.1438541372168762,0.2245973724901154,0.5005656604185003,0.8004990250605402
0.12000000000000188,0.12039395473269936,0.12968162421077553,0.1568122570275137,0.24428320766505535,0.5370983332372672,0.8336546104487415
0.13000000000000167,0.13042569748779015,0.140459214194719,0.16973946372241913,0.26378449940861126,0.5717218759944442,0.8617231628655984
0.1400000000000019,0.14045717943573913,0.15122981092240365,0.18263329201089445,0.2830884574294787,0.604422656117936,0.8853516518519582
0.15000000000000213,0.15048838052456845,0.16199288321463562,0.1954913026301736,0.30218286122963856,0.635206626441346,0.9051482573761696
0.16000000000000192,0.1605192807045464,0.17274790138600324,0.20831108413431082,0.3210560855409349,0.6640970674508021,0.9216685582058752
0.1700000000000017,0.1705498599283487,0.18349433734829396,0.22109025463766335,0.33969712234058036,0.6911322216926478,0.9354090744591447
0.18000000000000194,0.18058009815121767,0.1942316647132384,0.2338264635104099,0.35809559941052166,0.7163629128979552,0.9468060167492957
0.19000000000000217,0.19060997533112153,0.20495935889454153,0.2465173930236831,0.37624179543652625,0.7398502265208954,0.9562374620696455
0.20000000000000195,0.2006394714289155,0.21567689720916092,0.25916075994203125,0.39412665167250377,0.7616633117378124,0.9640275840498361
0.21000000000000174,0.21066856640850265,0.22638375897778973,0.2717543170610612,0.4117417802236151,0.7818773487392164,0.9704519406139559
0.22000000000000197,0.22069724023699305,0.23707942562450143,0.28429585468826335,0.42907946902785393,0.8005717102594118,0.9757431340537654
0.2300000000000022,0.23072547288486292,0.2477633807755191,0.2967832020651709,0.4461326836397758,0.8178283332968838,0.9800964003064508
0.240000000000002,0.2407532443261153,0.2584351103570717,0.3092142287291632,0.462895065941669,0.8337303061701038,0.9836748617486909
0.2500000000000018,0.2507805345384408,0.2690941026922963,0.3215868458133708,0.47936092992657836,0.8483606674899054,0.9866143022185581
0.260000000000002,0.26080732350337665,0.2797398485971475,0.3338990072833005,0.4955252547141149,0.861801407207573,0.9890274062781745
0.27000000000000224,0.27083359120646533,0.2903718414752782,0.34614871110896145,0.5113836749738594,0.8741326554050468,0.9910074577633553
0.280000000000002,0.2808593176374151,0.300989577411857,0.3583340003714334,0.526932468942381,0.885432041657409,0.9926315242930605
0.2900000000000018,0.2908844827902607,0.3115925552662851,0.37045296430297564,0.5421685442284938,0.8957742063227777,0.993963171448005
0.30000000000000204,0.3009090666635217,0.3221802767637752,0.3825037392599332,0.5570894216074206,0.9052304447106171,0.9950547577886522
0.3100000000000023,0.31093304926036114,0.3327522465857613,0.39448450962786313,0.5716932170081753,0.9138684654790439,0.9959493633275097
0.32000000000000206,0.3209564105887459,0.34330797245910627,0.40639350865845825,0.5859786218998015,0.9217522455813151,0.9966824019482824
0.33000000000000185,0.33097913066160667,0.35384696524407494,0.4182290192380007,0.5999448822812955,0.9289419654254861,0.997282964210249
0.3400000000000021,0.34100118949699604,0.3643687390210364,0.4299893745872282,0.6135917764772855,0.9354940094715282,0.9977749320474143
0.3500000000000023,0.35102256711824736,0.37487281117586957,0.4416729588926517,0.6269195919370226,0.9414610191447599,0.9981779017259949
0.3600000000000021,0.36104324355413414,0.3853587024840417,0.453278207869512,0.6399291012281517,0.9468919866024358,0.9985079464484832
0.3700000000000019,0.3710631988390298,0.39582593719333053,0.46480360925669756,0.6526215374092907,0.9518323794874439,0.9987782453984021
0.3800000000000021,0.3810824130130656,0.40627404310515836,0.4762477032440882,0.6649985689568454,0.956324288296694,0.9989996019040243
0.39000000000000234,0.3911008661222891,0.416702551654515,0.4876090828329297,0.6770622744119622,0.960406589356335,0.9991808697889585
0.40000000000000213,0.401118538218823,0.42711099798844304,0.4988863941299662,0.6888151169032192,0.964115117618865,0.9993293038586095
0.4100000000000019,0.4111354093610246,0.4374989210430603,0.5100783365761883,0.7002599186897934,0.9674828445754186,0.9994508478078409
0.42000000000000215,0.4211514596136433,0.44786586361909114,0.5211836631111623,0.7113998358585972,0.9705400575136575,0.9995503705799872
0.4300000000000024,0.4311666690479787,0.4582113724558876,0.5322011802740343,0.7222383332974003,0.9733145371557991,0.9996318603108629
0.44000000000000217,0.4411810177420388,0.46853499830391754,0.543129748242399,0.7327791600544046,0.975831731393087,0.9996985834049452
0.45000000000000195,0.4511944857806993,0.4788362959956987,0.5539682808103301,0.7430263251832406,0.9781149234045513,0.9997532149693176
0.4600000000000022,0.4612070532558608,0.48911482451515503,0.5647157453069552,0.7529840741610254,0.9801853929217357,0.9997979457336589
0.4700000000000024,0.4712187002666058,0.499370147065378,0.5753711624570572,0.7626568659561059,0.9820625697895066,0.999834569675922
0.4800000000000022,0.4812294069193567,0.5096018311347776,0.5859336061852609,0.7720493508114206,0.9837641792877715,0.9998645558225094
0.490000000000002,0.4912391533280353,0.5198094485616029,0.5964022033654399,0.7811663487991994,0.9853063789306811,0.9998891070724045
0.5000000000000022,0.5012479196142183,0.5299925755968132,0.6067761335170387,0.7900128291929889,0.9867038866584199,0.9999092083845281
0.5100000000000025,0.5112556859072948,0.5401507929652898,0.6170546284500836,0.7985938906938278,0.98797010049064,0.9999256662477951
0.5200000000000022,0.5212624323446234,0.5502836859253705,0.6272369718607002,0.8069147425388066,0.9891172098275456,0.9999391410082552
0.530000000000002,0.531268139071691,0.5603908443266987,0.6373224988790028,0.8149806865122633,0.9901562986711703,0.999950173344223
0.5400000000000023,0.5412727862422683,0.5704718626663673,0.6473105955712715,0.8227970998725167,0.9910974411011227,0.9999592059475793
0.5500000000000025,0.5512763540185659,0.5805263401433503,0.6572006983983585,0.8303694192003048,0.9919497893808034,0.9999666012784734
0.5600000000000023,0.561278822571392,0.5905538807112153,0.6669922936323086,0.8377031251689955,0.9927216550958404,0.9999726561040254
0.5700000000000021,0.5712801720803096,0.6005540931291042,0.6766849167331904,0.8448037282311331,0.9934205837396273,0.9999776134032048
0.5800000000000023,0.5812803827337916,0.6105265910109724,0.6862781516881545,0.8516767552109942,0.9940534231641593,0.9999816721147919
0.5900000000000025,0.591279434729377,0.6204709928730826,0.6957716303147535,0.8583277367884977,0.9946263863101654,0.9999849951190513
0.6000000000000023,0.6012773082738274,0.6303869221797477,0.7051650315305598,0.8647621958560491,0.9951451086206926,0.9999877157730522
0.6100000000000021,0.6112739835832834,0.6402740073873171,0.7144580805911189,0.8709856367266393,0.9956147005283531,0.9999899432616624
0.6200000000000023,0.6212694408834202,0.6501318819863997,0.7236505482982714,0.8770035351687655,0.9960397953896073,0.9999917669787837
0.6300000000000026,0.6312636604096017,0.6599601845423237,0.7327422501808681,0.882821329241444,0.9964245932207243,0.9999932601145521
0.6400000000000023,0.6412566224070366,0.6697585587338316,0.7417330456498896,0.8884444109007125,0.9967729005701836,0.9999944825923841
0.6500000000000021,0.6512483071309362,0.6795266533900082,0.7506228371299669,0.8938781183475439,0.9970881668418922,0.9999954834736928
0.6600000000000024,0.6612386948466659,0.6892641225254412,0.7594115691692624,0.8991277290859777,0.9973735173631193,0.9999963029267463
0.6700000000000026,0.6712277658299017,0.6989706253736145,0.7680992275296654,0.9041984536594896,0.997631783470884,0.9999969738386618
0.6800000000000024,0.6812155003667844,0.7086458264185409,0.776685838259209,0.9090954300331316,0.997865529870895,0.9999975231352148
0.6900000000000022,0.6912018787540756,0.7182893954246309,0.7851714667485905,0.913823718588751,0.9980770795042493,0.99999797286142
0.7000000000000024,0.7011868812993107,0.727901007464806,0.7935562167736331,0.9183882977006054,0.9982685361390656,0.9999983410662451
0.7100000000000026,0.7111704883209531,0.7374803429468565,0.8018402295254945,0.9227940598589193,0.9984418048871341,0.9999986425269599
0.7200000000000024,0.7211526801485479,0.7470270876380545,0.8100236826303826,0.9270458083093305,0.9985986108295685,0.9999988893421855
0.7300000000000022,0.7311334371228785,0.7565409326880282,0.8181067891604875,0.931148254176733,0.9987405159203535,0.9999990914174465
0.7400000000000024,0.7411127395961168,0.7660215746498976,0.8260897966378029,0.9351060140427214,0.9988689343225939,0.9999992568627074
0.7500000000000027,0.7510905679319777,0.7754687154996881,0.8339729860324452,0.9389236079466535,0.9989851463191693,0.9999993923178508
0.7600000000000025,0.7610669025058728,0.7848820626540276,0.841756670757047,0.9426054577812473,0.9990903109273557,0.9999995032191563
0.7700000000000022,0.7710417237050641,0.7942613289861397,0.8494411956587322,0.9461558860546121,0.9991854773357378,0.9999995940174746
0.7800000000000025,0.7810150119288155,0.8036062328401352,0.8570269360101314,0.9495791149916468,0.9992715952713884,0.9999996683568563
0.7900000000000027,0.7909867475885461,0.8129164980436244,0.8645142965008444,0.9528792659488263,0.99934952439574,0.9999997292207984
0.8000000000000025,0.8009569111079825,0.8221918539186548,0.8719037102307009,0.9560603591175124,0.999420042818832,0.9999997790519822
0.8100000000000023,0.8109254829233112,0.8314320352909921,0.8791956377061058,0.9591263134920588,0.9994838548135642,0.9999998198503068
0.8200000000000025,0.820892443483331,0.8406367824977516,0.8863905658407111,0.9620809470801261,0.9995415978042369,0.9999998532531511
0.8300000000000027,0.830857773249604,0.8498058413934015,0.8934890069615858,0.9649279773337701,0.9995938486969191,0.9999998806010878
0.8400000000000025,0.8408214526966069,0.8589389633541482,0.9004914978220098,0.9676710217810053,0.9996411296130369,0.999999902991685
0.8500000000000023,0.8507834623118847,0.8680359052807232,0.9073985986219552,0.9703135988386695,0.9996839130819497,0.999999921323556
0.8600000000000025,0.8607437825961995,0.877096429599584,0.9142108920372585,0.9728591287885213,0.9997226267431686,0.9999999363324228
0.8700000000000028,0.870702394063682,0.8861203042625474,0.9209289822584344,0.9753109348995836,0.9997576576041937,0.9999999486206438
0.8800000000000026,0.8806592772419825,0.8951073027448744,0.9275534940400291,0.9776722446807969,0.9997893558956986,0.9999999586813882
0.8900000000000023,0.8906144126724218,0.904057204041825,0.9340850717613478,0.9799461912490696,0.999818038561923,0.9999999669184293
0.9000000000000026,0.9005677809101414,0.9129697926636987,0.9405243784993409,0.9821358147987906,0.9998439924206093,0.9999999736623482
0.9100000000000028,0.9105193625242526,0.9218448586293796,0.9468720951143778,0.9842440641598271,0.9998674770236244,0.9999999791838019
0.9200000000000026,0.920469138097986,0.9306821974584122,0.9531289193495908,0.9862737984319343,0.9998887272464977,0.9999999837043859
0.9300000000000024,0.9304170882288441,0.9394816101616233,0.959295564944408,0.9882277886843794,0.9999079556324644,0.9999999874055272
0.9400000000000026,0.9403631935287476,0.9482429032303089,0.9653727607628516,0.9901087197104107,0.9999253545142096,0.9999999904357654
0.9500000000000028,0.9503074346241851,0.9569658886240116,0.9713612499371304,0.9919191918269966,0.9999410979343273,0.9999999929167145
0.9600000000000026,0.960249792156362,0.9656503837569099,0.9772617890269996,0.9936617227110116,0.999955343383535,0.9999999949479438
0.9700000000000024,0.9701902467813508,0.9742962114828397,0.983075147195321,0.9953387492637567,0.9999682333738974,0.9999999966109737
0.9800000000000026,0.9801287791702369,0.9829032000789698,0.9888021054002059,0.9969526294963765,0.9999798968626802,0.9999999979725476
0.9900000000000029,0.9900653700092684,0.991471183228157,0.9944434556040853,0.9985056444293716,0.9999904505409871,0.9999999990873099
1.0000000000000027,1.0000000000000024,1.0000000000000022,1.0000000000000016,1.0000000000000004,1.0,1.0
1.0100000000000025,1.0099326498594559,1.0084894948306342,1.0054725502553845,1.00143782897193,1.000008640786422,1.0000000007472476
1.0200000000000027,1.0198633003202484,1.0169395175012392,1.0108619267735257,1.0028211928420205,1.0000164593576386,1.0000000013590422
1.030000000000003,1.029791932130753,1.025349923115364,1.0161689579729307,1.0041520837396203,1.0000235339461097,1.000000001859937
1.0400000000000027,1.0397185260552404,1.0337205720750196,1.021394479584698,1.0054324263142145,1.0000299353416051,1.0000000022700353
1.0500000000000025,1.049643062874028,1.0420513300556062,1.0265393339680302,1.0066640796076933,1.0000357275990894,1.0000000026057951
1.0600000000000027,1.0595655233836252,1.0503420679796862,1.0316043694439507,1.0078488389079139,1.0000409686793075,1.0000000028806924
1.070000000000003,1.0694858883968776,1.0585926619896275,1.036590439647275,1.008988437580593,1.0000457110284706,1.000000003105759
1.0800000000000027,1.079404138743115,1.0668029934191476,1.0414984028968477,1.0100845488769243,1.000050002102823,1.0000000032900278
1.0900000000000025,1.0893202552682966,1.074972948763783,1.0463291215840318,1.0111387877146227,1.0000538848433276,1.0000000034408945
1.1000000000000028,1.0992342188351556,1.0831024196503032,1.0510834615794051,1.012152712430399,1.0000573981052119,1.0000000035644137
1.110000000000003,1.1091460103233441,1.0911913028051043,1.055762291657599,1.0131278265021442,1.0000605770466606,1.0000000036655428
1.1200000000000028,1.1190556106295775,1.0992395000216022,1.0603664829401878,1.0140655802393446,1.0000634534805413,1.00000000374834
1.1300000000000026,1.12896300066778,1.107246918126652,1.0648969083565134,1.014967372440491,1.0000660561926766,1.0000000038161287
1.1400000000000028,1.1388681613692282,1.1152134689460238,1.069354442122308,1.0158345520164467,1.0000684112298428,1.0000000038716295
1.150000000000003,1.148771073682694,1.1231390692689562,1.0737399592359607,1.0166684195789408,1.0000705421603706,1.0000000039170698
1.1600000000000028,1.158671718574588,1.1310236408118142,1.0780543349922527,1.017470228993527,1.0000724703099604,1.000000003954273
1.1700000000000026,1.1685700770291052,1.138867110180883,1.0822984445133716,1.0182411888965086,1.0000742149750605,1.0000000039847325
1.1800000000000028,1.178466130048366,1.1466694088343168,1.086473162296991,1.018982464175484,1.000075793615948,1.0000000040096706
1.190000000000003,1.1883598586525574,1.1544304730432753,1.0905793617811994,1.0196951774132867,1.00007722203144,1.000000004030088
1.2000000000000028,1.1982512438800774,1.1621502438522657,1.0946179149260393,1.0203804102952305,1.000078514516984,1.0000000040468047
1.2100000000000026,1.2081402667876775,1.1698286670387308,1.0985896918114058,1.0210392049796717,1.0000796840077057,1.000000004060491
1.2200000000000029,1.2180269084506028,1.177465693071889,1.1024955602510496,1.0216725654319903,1.0000807422078497,1.0000000040716963
1.230000000000003,1.227911149962734,1.185061277070873,1.1063363854224078,1.0222814587221987,1.0000816997079005,1.0000000040808705
1.2400000000000029,1.2377929724367276,1.192615378762179,1.1101130295119899,1.022866816286444,1.0000825660905643,1.0000000040883819
1.2500000000000027,1.247672357004159,1.200127962436457,1.113826351376026,1.023429535152757,1.0000833500266637,1.0000000040945314
1.260000000000003,1.257549284815662,1.2075989969046699,1.117477206216084,1.0239704791314463,1.0000840593619094,1.0000000040995665
1.2700000000000031,1.2674237370410657,1.2150284554536426,1.1210664452693555,1.0244904799706085,1.000084701195415,1.0000000041036885
1.280000000000003,1.27729569486954,1.2224163158010295,1.1245949155133022,1.0249903384772538,1.000085281950742,1.0000000041070636
1.2900000000000027,1.2871651395097312,1.2297625600497268,1.128063459384353,1.0254708256046008,1.0000858074401835,1.000000004109827
1.300000000000003,1.2970320521899028,1.2370671746417512,1.131472914510334,1.0259326835061258,1.0000862829229307,1.0000000041120891
1.3100000000000032,1.3068964141580726,1.2443301503116118,1.1348241134563157,1.0263766265569767,1.000086713157707,1.0000000041139414
1.320000000000003,1.3167582066821537,1.251551482039199,1.1381178834835548,1.026803342343399,1.0000871024503903,1.000000004115458
1.3300000000000027,1.3266174110500912,1.258731169002219,1.1413550463212108,1.0272134926208258,1.0000874546971077,1.0000000041166994
1.340000000000003,1.3364740085700018,1.2658692145281927,1.1445364179505095,1.0276077142413174,1.0000877734232245,1.000000004117716
1.3500000000000032,1.346327980570307,1.2729656260460438,1.1476628084010334,1.0279866200510352,1.000088061818629,1.0000000041185482
1.360000000000003,1.356179308399876,1.2800204150373053,1.1507350215588137,1.0283507997584571,1.0000883227696538,1.0000000041192296
1.3700000000000028,1.3660279734281593,1.2870335969869622,1.1537538549858999,1.0287008207740342,1.0000885588879638,1.0000000041197876
1.380000000000003,1.3758739570453256,1.2940051913339552,1.1567200997510876,1.0290372290220093,1.0000887725366938,1.0000000041202444
1.3900000000000032,1.3857172406623992,1.3009352214213683,1.1596345402714787,1.0293605497251046,1.0000889658540986,1.0000000041206183
1.400000000000003,1.395557805711394,1.3078237144463294,1.1624979541645621,1.0296712881627947,1.000089140774952,1.0000000041209245
1.4100000000000028,1.4053956336454505,1.314670701409633,1.1653111121104947,1.029969930403877,1.0000892990499117,1.0000000041211752
1.420000000000003,1.4152307059389715,1.3214762170651204,1.1680747777242686,1.0302569440140443,1.0000894422630393,1.0000000041213803
1.4300000000000033,1.4250630040877552,1.3282402998688334,1.1707897074374591,1.0305327787391634,1.0000895718476535,1.0000000041215484
1.440000000000003,1.43489250960913,1.3349629919279595,1.1734566503892412,1.0307978671649511,1.0000896891006756,1.0000000041216859
1.4500000000000028,1.4447192040420909,1.3416443389496018,1.176076348326377,1.0310526253537393,1.0000897951956094,1.0000000041217987
1.460000000000003,1.4545430689474306,1.3482843901893797,1.1786495355118705,1.0312974534589994,1.000089891194285,1.0000000041218908
1.4700000000000033,1.4643640859078737,1.354883198399893,1.1811769386419992,1.031532736318299,1.0000899780574868,1.0000000041219663
1.480000000000003,1.4741822365282107,1.36144081977906,1.1836592767714287,1.0317588440253431,1.0000900566545685,1.000000004122028
1.4900000000000029,1.4839975024354295,1.3679573139183625,1.1860972612461294,1.0319761324817471,1.0000901277721541,1.0000000041220787
1.500000000000003,1.4938098652788492,1.3744327437510018,1.1884915956438091,1.03218494392917,1.0000901921220113,1.0000000041221202
1.5100000000000033,1.5036193067302506,1.3808671754999955,1.1908429757215926,1.0323856074624316,1.0000902503481732,1.0000000041221542
1.5200000000000031,1.513425808484008,1.387260678626234,1.1931520893706704,1.0325784395242168,1.0000903030333865,1.000000004122182
1.530000000000003,1.523229352257222,1.3936133257765084,1.19541961657766,1.0327637443819622,1.000090350704941,1.0000000041222046
1.5400000000000031,1.5330299197898503,1.3999251927315333,1.1976462293924115,1.032941814587503,1.0000903938399492,1.0000000041222232
1.5500000000000034,1.5428274928448344,1.4061963583539847,1.1998325919020092,1.033112931420046,1.0000904328701203,1.0000000041222386
1.5600000000000032,1.5526220532082342,1.4124269045365614,1.2019793602107192,1.0332773653130225,1.000090468186081,1.000000004122251
1.570000000000003,1.5624135826893568,1.4186169161500988,1.2040871824256378,1.0334353762653554,1.0000905001412845,1.0000000041222612
1.5800000000000032,1.572202063120886,1.4247664809917429,1.2061566986478058,1.0335872142376672,1.0000905290555495,1.0000000041222696
1.5900000000000034,1.581987476359008,1.4308756897332031,1.2081885409685542,1.0337331195339363,1.0000905552182588,1.0000000041222763
1.6000000000000032,1.591769804283544,1.4369446358691031,1.2101833334708576,1.0338733231691006,1.000090578891258,1.000000004122282
1.610000000000003,1.6015490287980785,1.4429734156654443,1.2121416922354757,1.0340080472230875,1.0000906003114738,1.0000000041222865
1.6200000000000032,1.6113251318300854,1.448962128108192,1.2140642253516623,1.034137505181738,1.000090619693287,1.0000000041222903
1.6300000000000034,1.6210980953310545,1.4549108748520065,1.2159515329322383,1.0342619022650852,1.0000906372306773,1.0000000041222934
1.6400000000000032,1.630867901276621,1.4608197601691324,1.2178042071328257,1.0343814357434205,1.0000906530991642,1.0000000041222958
1.650000000000003,1.6406345316666924,1.4666888908984541,1.2196228321750386,1.034496295241584,1.0000906674575654,1.000000004122298
1.6600000000000033,1.650397968525572,1.4725183763947411,1.2214079843734462,1.0346066630318873,1.0000906804495842,1.0000000041222996
1.6700000000000035,1.6601581939020889,1.4783083284780851,1.2231602321661137,1.0347127143160755,1.0000906922052488,1.0000000041223012
1.6800000000000033,1.669915189869718,1.484058861383555,1.2248801361485475,1.034814617496717,1.0000907028422144,1.0000000041223023
1.690000000000003,1.6796689385267107,1.4897700917110752,1.2265682491108627,1.0349125344383996,1.0000907124669391,1.0000000041223032
1.7000000000000033,1.6894194219962184,1.4954421383755332,1.2282251160780049,1.0350066207190964,1.00009072117575,1.0000000041223038
1.7100000000000035,1.699166622426413,1.5010751225571448,1.2298512743528591,1.0350970258720589,1.000090729055808,1.0000000041223045
1.7200000000000033,1.7089105219906149,1.5066691676520758,1.231447253562091,1.0351838936185753,1.0000907361859797,1.000000004122305
1.730000000000003,1.7186511028874163,1.5122243992233333,1.2330135757045575,1.0352673620919304,1.0000907426376255,1.0000000041223054
1.7400000000000033,1.7283883473408028,1.5177409449519443,1.2345507552021426,1.035347564052883,1.0000907484753163,1.0000000041223058
1.7500000000000036,1.7381222376002758,1.5232189345884213,1.236059298952873,1.0354246270969716,1.0000907537574775,1.000000004122306
1.7600000000000033,1.7478527559409764,1.528658499904538,1.2375397063861704,1.0354986738539507,1.0000907585369743,1.0000000041223063
1.7700000000000031,1.7575798846638073,1.534059774645415,1.2389924695201078,1.0355698221796399,1.000090762861642,1.0000000041223065
1.7800000000000034,1.7673036060955531,1.5394228944819255,1.2404180730205396,1.0356381853404741,1.0000907667747632,1.0000000041223067
1.7900000000000036,1.7770239025890024,1.5447479969634408,1.2418169942619757,1.035703872191016,1.0000907703155018,1.0000000041223067
1.8000000000000034,1.786740756523067,1.5500352214709072,1.243189703390084,1.0357669873446962,1.0000907735192945,1.000000004122307
1.8100000000000032,1.7964541503029043,1.5552847091702835,1.244536663385698,1.0358276313380308,1.000090776418206,1.000000004122307
1.8200000000000034,1.806164066360036,1.5604966029663259,1.245858330130222,1.0358859007885604,1.0000907790412497,1.000000004122307
1.8300000000000036,1.8158704871524673,1.565671047456745,1.2471551524723212,1.0359418885467406,1.0000907814146776,1.0000000041223072
1.8400000000000034,1.8255733951648065,1.570808188886733,1.248427572295796,1.035995683842016,1.0000907835622441,1.0000000041223072
1.8500000000000032,1.8352727729083824,1.5759081751038744,1.2496760245885363,1.0360473724232884,1.0000907855054426,1.0000000041223072
1.8600000000000034,1.8449686029213663,1.5809711555134423,1.2509009375124611,1.0360970366939966,1.0000907872637215,1.0000000041223072
1.8700000000000037,1.8546608677688836,1.5859972810340843,1.2521027324743537,1.0361447558420043,1.0000907888546777,1.0000000041223072
1.8800000000000034,1.8643495500431346,1.5909867040539203,1.2532818241974948,1.036190605964494,1.0000907902942346,1.0000000041223072
1.8900000000000032,1.8740346323635135,1.5959395783870327,1.2544386207940206,1.036234660188056,1.0000907915967996,1.0000000041223072
1.9000000000000035,1.8837160973767206,1.6008560592303802,1.255573523837911,1.0362769887841523,1.000090792775409,1.0000000041223072
1.9100000000000037,1.8933939277568812,1.6057363031211207,1.256686928438541,1.0363176592801309,1.000090793841859,1.0000000041223074
1.9200000000000035,1.903068106205659,1.61058046789436,1.2577792233147096,1.0363567365659585,1.000090794806823,1.0000000041223074
1.9300000000000033,1.9127386154523738,1.6153887126413322,1.2588507908690851,1.0363942829968362,1.0000907956799583,1.0000000041223074
1.9400000000000035,1.9224054382541143,1.6201611976680013,1.2599020072629883,1.0364303584918504,1.0000907964700039,1.0000000041223074
1.9500000000000037,1.9320685573958534,1.6248980844541085,1.2609332424914548,1.0364650206288148,1.0000907971848665,1.0000000041223074
1.9600000000000035,1.94172795569056,1.6295995356126565,1.2619448604585097,1.0364983247354427,1.0000907978317013,1.0000000041223074
1.9700000000000033,1.951383615979316,1.634265714849834,1.2629372190525976,1.0365303239769958,1.0000907984169813,1.0000000041223074
1.9800000000000035,1.9610355211314277,1.6388967869253943,1.2639106702221075,1.0365610694405392,1.0000907989465648,1.0000000041223074
1.9900000000000038,1.9706836540445354,1.6434929176134765,1.264865560050943,1.0365906102159326,1.0000907994257517,1.0000000041223074
